time,price,amount
1333009267,4.726010000000,1.295400000000
1333009284,4.725990000000,21.053651020000
1333009401,4.725050000000,5.000000000000
1333009401,4.725030000000,44.476172630000
1333009401,4.725000000000,10.000000000000
1333009401,4.720010000000,1.444643120000
1333009401,4.720000000000,2.669105930000
1333009403,4.720000000000,5.000000000000
1333009409,4.720000000000,12.900000000000
1333009414,4.720000000000,11.610000000000
1333009426,4.719020000000,2.636000000000
1333009432,4.719010000000,2.572000000000
1333009436,4.719010000000,2.507000000000
1333009481,4.719000000000,3.000000000000
1333009502,4.719000000000,22.407613900000
1333009502,4.718800000000,6.050000000000
1333009502,4.718800000000,5.000000000000
1333009502,4.718500000000,114.647064420000
1333009618,4.718810000000,3.000000000000
1333009618,4.719010000000,176.285000000000
1333009618,4.750000000000,1.474696570000
1333009730,4.718520000000,4.817000000000
1333009730,4.718500000000,98.352835580000
1333009730,4.718000000000,10.000000000000
1333009730,4.718000000000,3.059180000000
1333009730,4.718000000000,5.000000000000
1333009730,4.716240000000,1.006907720000
1333009730,4.715030000000,3.000000000000
1333009730,4.715000000000,74.764076700000
1333009809,4.758680000000,3.000000000000
1333009809,4.758670000000,9.500000000000
1333010020,4.758450000000,9.240712780000
1333010020,4.758460000000,1.266887220000
1333010045,4.715000000000,0.635923300000
1333010045,4.715000000000,0.000967120000
1333010045,4.714020000000,0.363109580000
1333010342,4.758030000000,3.175855120000
1333010381,4.714260000000,0.010000000000
1333010448,4.714260000000,5.070000000000
1333010727,4.757590000000,0.168421050000
1333011051,4.715620000000,4.577000000000
1333011051,4.715600000000,10.000000000000
1333011051,4.715600000000,5.000000000000
1333011051,4.714260000000,37.013792100000
1333011051,4.714100000000,3.219207900000
1333011508,4.756710000000,6.315789470000
1333011811,4.714140000000,1.040000000000
1333011870,4.714230000000,1.000000000000
1333011889,4.756270000000,32.246925650000
1333011889,4.756280000000,3.000000000000
1333011889,4.758030000000,0.498934140000
1333011889,4.758900000000,29.307489070000
1333011889,4.761490000000,0.101660000000
1333011889,4.764240000000,1.002578020000
1333011889,4.773700000000,1.000000000000
1333011889,4.777010000000,1.295400000000
1333011889,4.778290000000,18.311070220000
1333012039,4.723780000000,28.011947900000
1333012039,4.723770000000,4.252000000000
1333012039,4.723690000000,18.467153850000
1333012039,4.716240000000,1.007669010000
1333012039,4.714850000000,0.333333330000
1333012039,4.714330000000,14.005973950000
1333012039,4.714210000000,24.357067240000
1333012039,4.714120000000,171.666802370000
1333012214,4.714380000000,1.220000000000
1333012285,4.714380000000,2.820000000000
1333012289,4.714380000000,3.440000000000
1333012307,4.747990000000,41.896858750000
1333012307,4.748000000000,41.506641250000
1333012441,4.714480000000,2.000000000000
1333012468,4.714590000000,37.000000000000
1333012468,4.714480000000,26.071078920000
1333012468,4.714470000000,3.677000000000
1333012468,4.714120000000,41.331921080000
1333012630,4.714180000000,3.489000000000
1333012630,4.714160000000,37.000000000000
1333012631,4.714120000000,1.986755190000
1333012640,4.747660000000,27.972988650000
1333012640,4.747670000000,3.000000000000
1333012641,4.748000000000,67.997011350000
1333012806,4.714220000000,28.075765390000
1333012806,4.714210000000,3.319000000000
1333012806,4.714120000000,68.605234610000
1333012938,4.714140000000,3.150000000000
1333012938,4.714120000000,96.850000000000
1333012940,4.714690000000,1.000000000000
1333012942,4.714690000000,5.988000000000
1333012942,4.714120000000,100.000000000000
1333012947,4.714690000000,5.394000000000
1333012951,4.714120000000,94.852186750000
1333012951,4.714000000000,5.147813250000
1333012962,4.714690000000,4.858000000000
1333012967,4.714690000000,4.374000000000
1333012971,4.714690000000,3.940000000000
1333012973,4.714000000000,4.852186750000
1333012973,4.712220000000,0.028852640000
1333012973,4.712010000000,1.310300000000
1333012974,4.712000000000,15.000000000000
1333012974,4.711100000000,5.000000000000
1333012974,4.710860000000,0.569684630000
1333012974,4.710840000000,5.022095010000
1333012974,4.710830000000,1.358912250000
1333012974,4.710800000000,66.857968720000
1333012977,4.714690000000,2.520365480000
1333012990,4.710800000000,100.000000000000
1333012990,4.714700000000,0.060514980000
1333012995,4.714700000000,3.298000000000
1333013010,4.714700000000,2.357658620000
1333013010,4.720240000000,0.618341380000
1333013014,4.720240000000,2.680000000000
1333013025,4.714700000000,2.412000000000
1333013026,4.714600000000,0.588000000000
1333013038,4.729700000000,2.172000000000
1333013047,4.729700000000,1.955000000000
1333013052,4.729700000000,1.760000000000
1333013056,4.729700000000,1.584000000000
1333013060,4.729700000000,1.426000000000
1333013065,4.729700000000,1.284000000000
1333013069,4.729700000000,1.156000000000
1333013069,4.729700000000,8.351611000000
1333013156,4.739080000000,3.000000000000
1333013206,4.739080000000,3.000000000000
1333013266,4.739080000000,3.000000000000
1333013327,4.739080000000,2.823500000000
1333013341,4.739080000000,0.176500000000
1333013341,4.739180000000,9.823500000000
1333013362,4.739180000000,1.000000000000
1333013402,4.729730000000,0.387600000000
1333013405,4.729720000000,29.679044000000
1333013407,4.729730000000,0.336200000000
1333013413,4.729730000000,0.276200000000
1333013586,4.729740000000,1.000000000000
1333013989,4.738480000000,3.000000000000
1333013998,4.738490000000,2.549450900000
1333013998,4.738480000000,4.920549100000
1333014026,4.738480000000,3.000000000000
1333014030,4.738480000000,126.254241860000
1333014227,4.738370000000,0.294600000000
1333014275,4.738270000000,0.032697700000
1333014328,4.738170000000,0.169133190000
1333014459,4.729710000000,28.000000000000
1333014620,4.729710000000,0.648589000000
1333014640,4.710830000000,16.857724050000
1333014640,4.710820000000,0.470800000000
1333014640,4.710800000000,80.895160050000
1333014640,4.710800000000,1.455410970000
1333014640,4.710710000000,0.525974740000
1333014640,4.710080000000,3.000000520000
1333014640,4.710010000000,11.906340670000
1333014700,4.737750000000,16.809830840000
